DateTime,Consumption,Month,Year,Date,Time,Week,Day
2017-07-23 07:00:00,6729,7,2017,2017-07-23,07:00:00,29,Sunday
2017-07-23 08:00:00,6888,7,2017,2017-07-23,08:00:00,29,Sunday
2017-07-23 09:00:00,7003,7,2017,2017-07-23,09:00:00,29,Sunday
2017-07-23 10:00:00,7221,7,2017,2017-07-23,10:00:00,29,Sunday
2017-07-23 11:00:00,7352,7,2017,2017-07-23,11:00:00,29,Sunday
2017-07-23 12:00:00,7459,7,2017,2017-07-23,12:00:00,29,Sunday
2017-07-23 13:00:00,7515,7,2017,2017-07-23,13:00:00,29,Sunday
2017-07-23 14:00:00,7479,7,2017,2017-07-23,14:00:00,29,Sunday
2017-07-23 15:00:00,7484,7,2017,2017-07-23,15:00:00,29,Sunday
2017-07-23 16:00:00,7392,7,2017,2017-07-23,16:00:00,29,Sunday
2017-07-23 17:00:00,7500,7,2017,2017-07-23,17:00:00,29,Sunday
2017-07-23 18:00:00,7613,7,2017,2017-07-23,18:00:00,29,Sunday
2017-07-23 19:00:00,7693,7,2017,2017-07-23,19:00:00,29,Sunday
2017-07-23 20:00:00,7730,7,2017,2017-07-23,20:00:00,29,Sunday
2017-07-23 21:00:00,7709,7,2017,2017-07-23,21:00:00,29,Sunday
2017-07-23 22:00:00,7580,7,2017,2017-07-23,22:00:00,29,Sunday
2017-07-23 23:00:00,7871,7,2017,2017-07-23,23:00:00,29,Sunday
2017-07-24 00:00:00,7870,7,2017,2017-07-24,00:00:00,30,Monday
2017-07-24 01:00:00,7458,7,2017,2017-07-24,01:00:00,30,Monday
2017-07-24 02:00:00,7140,7,2017,2017-07-24,02:00:00,30,Monday
2017-07-24 03:00:00,6942,7,2017,2017-07-24,03:00:00,30,Monday
2017-07-24 04:00:00,6826,7,2017,2017-07-24,04:00:00,30,Monday
2017-07-24 05:00:00,6708,7,2017,2017-07-24,05:00:00,30,Monday
2017-07-24 06:00:00,6802,7,2017,2017-07-24,06:00:00,30,Monday
2017-07-24 07:00:00,7397,7,2017,2017-07-24,07:00:00,30,Monday
2017-07-24 08:00:00,7935,7,2017,2017-07-24,08:00:00,30,Monday
2017-07-24 09:00:00,8327,7,2017,2017-07-24,09:00:00,30,Monday
2017-07-24 10:00:00,8505,7,2017,2017-07-24,10:00:00,30,Monday
2017-07-24 11:00:00,8530,7,2017,2017-07-24,11:00:00,30,Monday
2017-07-24 12:00:00,8620,7,2017,2017-07-24,12:00:00,30,Monday
2017-07-24 13:00:00,8592,7,2017,2017-07-24,13:00:00,30,Monday
2017-07-24 14:00:00,8502,7,2017,2017-07-24,14:00:00,30,Monday
2017-07-24 15:00:00,8460,7,2017,2017-07-24,15:00:00,30,Monday
2017-07-24 16:00:00,8484,7,2017,2017-07-24,16:00:00,30,Monday
2017-07-24 17:00:00,8495,7,2017,2017-07-24,17:00:00,30,Monday
2017-07-24 18:00:00,8465,7,2017,2017-07-24,18:00:00,30,Monday
2017-07-24 19:00:00,8364,7,2017,2017-07-24,19:00:00,30,Monday
2017-07-24 20:00:00,8396,7,2017,2017-07-24,20:00:00,30,Monday
2017-07-24 21:00:00,8399,7,2017,2017-07-24,21:00:00,30,Monday
2017-07-24 22:00:00,8113,7,2017,2017-07-24,22:00:00,30,Monday
2017-07-24 23:00:00,8190,7,2017,2017-07-24,23:00:00,30,Monday
2017-07-25 00:00:00,8009,7,2017,2017-07-25,00:00:00,30,Tuesday
2017-07-25 01:00:00,7622,7,2017,2017-07-25,01:00:00,30,Tuesday
2017-07-25 02:00:00,7300,7,2017,2017-07-25,02:00:00,30,Tuesday
2017-07-25 03:00:00,7131,7,2017,2017-07-25,03:00:00,30,Tuesday
2017-07-25 04:00:00,7045,7,2017,2017-07-25,04:00:00,30,Tuesday
2017-07-25 05:00:00,7001,7,2017,2017-07-25,05:00:00,30,Tuesday
2017-07-25 06:00:00,7044,7,2017,2017-07-25,06:00:00,30,Tuesday
2017-07-25 07:00:00,7599,7,2017,2017-07-25,07:00:00,30,Tuesday
2017-07-25 08:00:00,7939,7,2017,2017-07-25,08:00:00,30,Tuesday
2017-07-25 09:00:00,8216,7,2017,2017-07-25,09:00:00,30,Tuesday
2017-07-25 10:00:00,8340,7,2017,2017-07-25,10:00:00,30,Tuesday
2017-07-25 11:00:00,8523,7,2017,2017-07-25,11:00:00,30,Tuesday
2017-07-25 12:00:00,8623,7,2017,2017-07-25,12:00:00,30,Tuesday
2017-07-25 13:00:00,8613,7,2017,2017-07-25,13:00:00,30,Tuesday
2017-07-25 14:00:00,8554,7,2017,2017-07-25,14:00:00,30,Tuesday
2017-07-25 15:00:00,8533,7,2017,2017-07-25,15:00:00,30,Tuesday
2017-07-25 16:00:00,8612,7,2017,2017-07-25,16:00:00,30,Tuesday
2017-07-25 17:00:00,8501,7,2017,2017-07-25,17:00:00,30,Tuesday
2017-07-25 18:00:00,8502,7,2017,2017-07-25,18:00:00,30,Tuesday
2017-07-25 19:00:00,8413,7,2017,2017-07-25,19:00:00,30,Tuesday
2017-07-25 20:00:00,8455,7,2017,2017-07-25,20:00:00,30,Tuesday
2017-07-25 21:00:00,8404,7,2017,2017-07-25,21:00:00,30,Tuesday
2017-07-25 22:00:00,8082,7,2017,2017-07-25,22:00:00,30,Tuesday
2017-07-25 23:00:00,8154,7,2017,2017-07-25,23:00:00,30,Tuesday
2017-07-26 00:00:00,8092,7,2017,2017-07-26,00:00:00,30,Wednesday
2017-07-26 01:00:00,7525,7,2017,2017-07-26,01:00:00,30,Wednesday
2017-07-26 02:00:00,7236,7,2017,2017-07-26,02:00:00,30,Wednesday
2017-07-26 03:00:00,7038,7,2017,2017-07-26,03:00:00,30,Wednesday
2017-07-26 04:00:00,6935,7,2017,2017-07-26,04:00:00,30,Wednesday
2017-07-26 05:00:00,6887,7,2017,2017-07-26,05:00:00,30,Wednesday
2017-07-26 06:00:00,6955,7,2017,2017-07-26,06:00:00,30,Wednesday
2017-07-26 07:00:00,7458,7,2017,2017-07-26,07:00:00,30,Wednesday
2017-07-26 08:00:00,7872,7,2017,2017-07-26,08:00:00,30,Wednesday
2017-07-26 09:00:00,8174,7,2017,2017-07-26,09:00:00,30,Wednesday
2017-07-26 10:00:00,8362,7,2017,2017-07-26,10:00:00,30,Wednesday
2017-07-26 11:00:00,8409,7,2017,2017-07-26,11:00:00,30,Wednesday
2017-07-26 12:00:00,8431,7,2017,2017-07-26,12:00:00,30,Wednesday
2017-07-26 13:00:00,8476,7,2017,2017-07-26,13:00:00,30,Wednesday
2017-07-26 14:00:00,8480,7,2017,2017-07-26,14:00:00,30,Wednesday
2017-07-26 15:00:00,8434,7,2017,2017-07-26,15:00:00,30,Wednesday
2017-07-26 16:00:00,8352,7,2017,2017-07-26,16:00:00,30,Wednesday
2017-07-26 17:00:00,8316,7,2017,2017-07-26,17:00:00,30,Wednesday
2017-07-26 18:00:00,8279,7,2017,2017-07-26,18:00:00,30,Wednesday
2017-07-26 19:00:00,8212,7,2017,2017-07-26,19:00:00,30,Wednesday
2017-07-26 20:00:00,8284,7,2017,2017-07-26,20:00:00,30,Wednesday
2017-07-26 21:00:00,8231,7,2017,2017-07-26,21:00:00,30,Wednesday
2017-07-26 22:00:00,7958,7,2017,2017-07-26,22:00:00,30,Wednesday
2017-07-26 23:00:00,8162,7,2017,2017-07-26,23:00:00,30,Wednesday
2017-07-27 00:00:00,8090,7,2017,2017-07-27,00:00:00,30,Thursday
2017-07-27 01:00:00,7569,7,2017,2017-07-27,01:00:00,30,Thursday
2017-07-27 02:00:00,7282,7,2017,2017-07-27,02:00:00,30,Thursday
2017-07-27 03:00:00,7083,7,2017,2017-07-27,03:00:00,30,Thursday
2017-07-27 04:00:00,6985,7,2017,2017-07-27,04:00:00,30,Thursday
2017-07-27 05:00:00,6920,7,2017,2017-07-27,05:00:00,30,Thursday
2017-07-27 06:00:00,7036,7,2017,2017-07-27,06:00:00,30,Thursday
2017-07-27 07:00:00,7481,7,2017,2017-07-27,07:00:00,30,Thursday
2017-07-27 08:00:00,7876,7,2017,2017-07-27,08:00:00,30,Thursday
2017-07-27 09:00:00,8295,7,2017,2017-07-27,09:00:00,30,Thursday
2017-07-27 10:00:00,8480,7,2017,2017-07-27,10:00:00,30,Thursday
2017-07-27 11:00:00,8516,7,2017,2017-07-27,11:00:00,30,Thursday
2017-07-27 12:00:00,8612,7,2017,2017-07-27,12:00:00,30,Thursday
2017-07-27 13:00:00,8647,7,2017,2017-07-27,13:00:00,30,Thursday
2017-07-27 14:00:00,8641,7,2017,2017-07-27,14:00:00,30,Thursday
2017-07-27 15:00:00,8610,7,2017,2017-07-27,15:00:00,30,Thursday
2017-07-27 16:00:00,8567,7,2017,2017-07-27,16:00:00,30,Thursday
2017-07-27 17:00:00,8406,7,2017,2017-07-27,17:00:00,30,Thursday
2017-07-27 18:00:00,8376,7,2017,2017-07-27,18:00:00,30,Thursday
2017-07-27 19:00:00,8305,7,2017,2017-07-27,19:00:00,30,Thursday
2017-07-27 20:00:00,8334,7,2017,2017-07-27,20:00:00,30,Thursday
2017-07-27 21:00:00,8209,7,2017,2017-07-27,21:00:00,30,Thursday
2017-07-27 22:00:00,8003,7,2017,2017-07-27,22:00:00,30,Thursday
2017-07-27 23:00:00,8131,7,2017,2017-07-27,23:00:00,30,Thursday
2017-07-28 00:00:00,8098,7,2017,2017-07-28,00:00:00,30,Friday
2017-07-28 01:00:00,7595,7,2017,2017-07-28,01:00:00,30,Friday
2017-07-28 02:00:00,7254,7,2017,2017-07-28,02:00:00,30,Friday
2017-07-28 03:00:00,7062,7,2017,2017-07-28,03:00:00,30,Friday
2017-07-28 04:00:00,7048,7,2017,2017-07-28,04:00:00,30,Friday
2017-07-28 05:00:00,7063,7,2017,2017-07-28,05:00:00,30,Friday
2017-07-28 06:00:00,7148,7,2017,2017-07-28,06:00:00,30,Friday
2017-07-28 07:00:00,7704,7,2017,2017-07-28,07:00:00,30,Friday
2017-07-28 08:00:00,8113,7,2017,2017-07-28,08:00:00,30,Friday
2017-07-28 09:00:00,8507,7,2017,2017-07-28,09:00:00,30,Friday
2017-07-28 10:00:00,8726,7,2017,2017-07-28,10:00:00,30,Friday
2017-07-28 11:00:00,8908,7,2017,2017-07-28,11:00:00,30,Friday
2017-07-28 12:00:00,9006,7,2017,2017-07-28,12:00:00,30,Friday
2017-07-28 13:00:00,8978,7,2017,2017-07-28,13:00:00,30,Friday
2017-07-28 14:00:00,8852,7,2017,2017-07-28,14:00:00,30,Friday
2017-07-28 15:00:00,8866,7,2017,2017-07-28,15:00:00,30,Friday
2017-07-28 16:00:00,8749,7,2017,2017-07-28,16:00:00,30,Friday
2017-07-28 17:00:00,8651,7,2017,2017-07-28,17:00:00,30,Friday
2017-07-28 18:00:00,8621,7,2017,2017-07-28,18:00:00,30,Friday
2017-07-28 19:00:00,8489,7,2017,2017-07-28,19:00:00,30,Friday
2017-07-28 20:00:00,8515,7,2017,2017-07-28,20:00:00,30,Friday
2017-07-28 21:00:00,8424,7,2017,2017-07-28,21:00:00,30,Friday
2017-07-28 22:00:00,8107,7,2017,2017-07-28,22:00:00,30,Friday
2017-07-28 23:00:00,8220,7,2017,2017-07-28,23:00:00,30,Friday
2017-07-29 00:00:00,8031,7,2017,2017-07-29,00:00:00,30,Saturday
2017-07-29 01:00:00,7573,7,2017,2017-07-29,01:00:00,30,Saturday
2017-07-29 02:00:00,7254,7,2017,2017-07-29,02:00:00,30,Saturday
2017-07-29 03:00:00,7071,7,2017,2017-07-29,03:00:00,30,Saturday
2017-07-29 04:00:00,6842,7,2017,2017-07-29,04:00:00,30,Saturday
2017-07-29 05:00:00,6753,7,2017,2017-07-29,05:00:00,30,Saturday
2017-07-29 06:00:00,6694,7,2017,2017-07-29,06:00:00,30,Saturday
2017-07-29 07:00:00,6913,7,2017,2017-07-29,07:00:00,30,Saturday
2017-07-29 08:00:00,7154,7,2017,2017-07-29,08:00:00,30,Saturday
2017-07-29 09:00:00,7436,7,2017,2017-07-29,09:00:00,30,Saturday
2017-07-29 10:00:00,7585,7,2017,2017-07-29,10:00:00,30,Saturday
2017-07-29 11:00:00,7734,7,2017,2017-07-29,11:00:00,30,Saturday
2017-07-29 12:00:00,7838,7,2017,2017-07-29,12:00:00,30,Saturday
2017-07-29 13:00:00,7822,7,2017,2017-07-29,13:00:00,30,Saturday
2017-07-29 14:00:00,7732,7,2017,2017-07-29,14:00:00,30,Saturday
2017-07-29 15:00:00,7766,7,2017,2017-07-29,15:00:00,30,Saturday
2017-07-29 16:00:00,7741,7,2017,2017-07-29,16:00:00,30,Saturday
2017-07-29 17:00:00,7826,7,2017,2017-07-29,17:00:00,30,Saturday
2017-07-29 18:00:00,7867,7,2017,2017-07-29,18:00:00,30,Saturday
2017-07-29 19:00:00,7898,7,2017,2017-07-29,19:00:00,30,Saturday
2017-07-29 20:00:00,7926,7,2017,2017-07-29,20:00:00,30,Saturday
2017-07-29 21:00:00,7796,7,2017,2017-07-29,21:00:00,30,Saturday
2017-07-29 22:00:00,7630,7,2017,2017-07-29,22:00:00,30,Saturday
2017-07-29 23:00:00,7927,7,2017,2017-07-29,23:00:00,30,Saturday
2017-07-30 00:00:00,7950,7,2017,2017-07-30,00:00:00,30,Sunday
2017-07-30 01:00:00,7437,7,2017,2017-07-30,01:00:00,30,Sunday
2017-07-30 02:00:00,7033,7,2017,2017-07-30,02:00:00,30,Sunday
2017-07-30 03:00:00,6792,7,2017,2017-07-30,03:00:00,30,Sunday
2017-07-30 04:00:00,6726,7,2017,2017-07-30,04:00:00,30,Sunday
2017-07-30 05:00:00,6622,7,2017,2017-07-30,05:00:00,30,Sunday
2017-07-30 06:00:00,6559,7,2017,2017-07-30,06:00:00,30,Sunday
2017-07-30 07:00:00,6785,7,2017,2017-07-30,07:00:00,30,Sunday
2017-07-30 08:00:00,6997,7,2017,2017-07-30,08:00:00,30,Sunday
2017-07-30 09:00:00,7241,7,2017,2017-07-30,09:00:00,30,Sunday
2017-07-30 10:00:00,7472,7,2017,2017-07-30,10:00:00,30,Sunday
2017-07-30 11:00:00,7624,7,2017,2017-07-30,11:00:00,30,Sunday
2017-07-30 12:00:00,7702,7,2017,2017-07-30,12:00:00,30,Sunday
2017-07-30 13:00:00,7681,7,2017,2017-07-30,13:00:00,30,Sunday
2017-07-30 14:00:00,7611,7,2017,2017-07-30,14:00:00,30,Sunday
2017-07-30 15:00:00,7637,7,2017,2017-07-30,15:00:00,30,Sunday
2017-07-30 16:00:00,7625,7,2017,2017-07-30,16:00:00,30,Sunday
2017-07-30 17:00:00,7644,7,2017,2017-07-30,17:00:00,30,Sunday
2017-07-30 18:00:00,7673,7,2017,2017-07-30,18:00:00,30,Sunday
2017-07-30 19:00:00,7746,7,2017,2017-07-30,19:00:00,30,Sunday
2017-07-30 20:00:00,7848,7,2017,2017-07-30,20:00:00,30,Sunday
2017-07-30 21:00:00,7861,7,2017,2017-07-30,21:00:00,30,Sunday
2017-07-30 22:00:00,7731,7,2017,2017-07-30,22:00:00,30,Sunday
2017-07-30 23:00:00,7996,7,2017,2017-07-30,23:00:00,30,Sunday
2017-07-31 00:00:00,7977,7,2017,2017-07-31,00:00:00,31,Monday
2017-07-31 01:00:00,7437,7,2017,2017-07-31,01:00:00,31,Monday
2017-07-31 02:00:00,7099,7,2017,2017-07-31,02:00:00,31,Monday
2017-07-31 03:00:00,6859,7,2017,2017-07-31,03:00:00,31,Monday
2017-07-31 04:00:00,6785,7,2017,2017-07-31,04:00:00,31,Monday
2017-07-31 05:00:00,6756,7,2017,2017-07-31,05:00:00,31,Monday
2017-07-31 06:00:00,6929,7,2017,2017-07-31,06:00:00,31,Monday
2017-07-31 07:00:00,7578,7,2017,2017-07-31,07:00:00,31,Monday
2017-07-31 08:00:00,8130,7,2017,2017-07-31,08:00:00,31,Monday
2017-07-31 09:00:00,8536,7,2017,2017-07-31,09:00:00,31,Monday
2017-07-31 10:00:00,8722,7,2017,2017-07-31,10:00:00,31,Monday
2017-07-31 11:00:00,8823,7,2017,2017-07-31,11:00:00,31,Monday
2017-07-31 12:00:00,8825,7,2017,2017-07-31,12:00:00,31,Monday
2017-07-31 13:00:00,8895,7,2017,2017-07-31,13:00:00,31,Monday
2017-07-31 14:00:00,8860,7,2017,2017-07-31,14:00:00,31,Monday
2017-07-31 15:00:00,8801,7,2017,2017-07-31,15:00:00,31,Monday
2017-07-31 16:00:00,8741,7,2017,2017-07-31,16:00:00,31,Monday
2017-07-31 17:00:00,8622,7,2017,2017-07-31,17:00:00,31,Monday
2017-07-31 18:00:00,8610,7,2017,2017-07-31,18:00:00,31,Monday
2017-07-31 19:00:00,8500,7,2017,2017-07-31,19:00:00,31,Monday
2017-07-31 20:00:00,8359,7,2017,2017-07-31,20:00:00,31,Monday
2017-07-31 21:00:00,8345,7,2017,2017-07-31,21:00:00,31,Monday
2017-07-31 22:00:00,8060,7,2017,2017-07-31,22:00:00,31,Monday
2017-07-31 23:00:00,8168,7,2017,2017-07-31,23:00:00,31,Monday
2017-08-01 00:00:00,8067,8,2017,2017-08-01,00:00:00,31,Tuesday
2017-08-01 01:00:00,7494,8,2017,2017-08-01,01:00:00,31,Tuesday
2017-08-01 02:00:00,7115,8,2017,2017-08-01,02:00:00,31,Tuesday
2017-08-01 03:00:00,6904,8,2017,2017-08-01,03:00:00,31,Tuesday
2017-08-01 04:00:00,6880,8,2017,2017-08-01,04:00:00,31,Tuesday
2017-08-01 05:00:00,6760,8,2017,2017-08-01,05:00:00,31,Tuesday
2017-08-01 06:00:00,6850,8,2017,2017-08-01,06:00:00,31,Tuesday
2017-08-01 07:00:00,7413,8,2017,2017-08-01,07:00:00,31,Tuesday
2017-08-01 08:00:00,8046,8,2017,2017-08-01,08:00:00,31,Tuesday
2017-08-01 09:00:00,8341,8,2017,2017-08-01,09:00:00,31,Tuesday
2017-08-01 10:00:00,8546,8,2017,2017-08-01,10:00:00,31,Tuesday
2017-08-01 11:00:00,8555,8,2017,2017-08-01,11:00:00,31,Tuesday
2017-08-01 12:00:00,8587,8,2017,2017-08-01,12:00:00,31,Tuesday
2017-08-01 13:00:00,8621,8,2017,2017-08-01,13:00:00,31,Tuesday
2017-08-01 14:00:00,8560,8,2017,2017-08-01,14:00:00,31,Tuesday
2017-08-01 15:00:00,8571,8,2017,2017-08-01,15:00:00,31,Tuesday
2017-08-01 16:00:00,8529,8,2017,2017-08-01,16:00:00,31,Tuesday
2017-08-01 17:00:00,8477,8,2017,2017-08-01,17:00:00,31,Tuesday
2017-08-01 18:00:00,8416,8,2017,2017-08-01,18:00:00,31,Tuesday
2017-08-01 19:00:00,8254,8,2017,2017-08-01,19:00:00,31,Tuesday
2017-08-01 20:00:00,8255,8,2017,2017-08-01,20:00:00,31,Tuesday
2017-08-01 21:00:00,8196,8,2017,2017-08-01,21:00:00,31,Tuesday
2017-08-01 22:00:00,7964,8,2017,2017-08-01,22:00:00,31,Tuesday
2017-08-01 23:00:00,8143,8,2017,2017-08-01,23:00:00,31,Tuesday
2017-08-02 00:00:00,8005,8,2017,2017-08-02,00:00:00,31,Wednesday
2017-08-02 01:00:00,7479,8,2017,2017-08-02,01:00:00,31,Wednesday
2017-08-02 02:00:00,7088,8,2017,2017-08-02,02:00:00,31,Wednesday
2017-08-02 03:00:00,6896,8,2017,2017-08-02,03:00:00,31,Wednesday
2017-08-02 04:00:00,6868,8,2017,2017-08-02,04:00:00,31,Wednesday
2017-08-02 05:00:00,6828,8,2017,2017-08-02,05:00:00,31,Wednesday
2017-08-02 06:00:00,6978,8,2017,2017-08-02,06:00:00,31,Wednesday
2017-08-02 07:00:00,7606,8,2017,2017-08-02,07:00:00,31,Wednesday
2017-08-02 08:00:00,8000,8,2017,2017-08-02,08:00:00,31,Wednesday
2017-08-02 09:00:00,8408,8,2017,2017-08-02,09:00:00,31,Wednesday
2017-08-02 10:00:00,8605,8,2017,2017-08-02,10:00:00,31,Wednesday
2017-08-02 11:00:00,8736,8,2017,2017-08-02,11:00:00,31,Wednesday
2017-08-02 12:00:00,8796,8,2017,2017-08-02,12:00:00,31,Wednesday
2017-08-02 13:00:00,8817,8,2017,2017-08-02,13:00:00,31,Wednesday
2017-08-02 14:00:00,8758,8,2017,2017-08-02,14:00:00,31,Wednesday
2017-08-02 15:00:00,8639,8,2017,2017-08-02,15:00:00,31,Wednesday
2017-08-02 16:00:00,8605,8,2017,2017-08-02,16:00:00,31,Wednesday
2017-08-02 17:00:00,8540,8,2017,2017-08-02,17:00:00,31,Wednesday
2017-08-02 18:00:00,8551,8,2017,2017-08-02,18:00:00,31,Wednesday
2017-08-02 19:00:00,8524,8,2017,2017-08-02,19:00:00,31,Wednesday
2017-08-02 20:00:00,8534,8,2017,2017-08-02,20:00:00,31,Wednesday
2017-08-02 21:00:00,8420,8,2017,2017-08-02,21:00:00,31,Wednesday
2017-08-02 22:00:00,8076,8,2017,2017-08-02,22:00:00,31,Wednesday
2017-08-02 23:00:00,8206,8,2017,2017-08-02,23:00:00,31,Wednesday
2017-08-03 00:00:00,8012,8,2017,2017-08-03,00:00:00,31,Thursday
2017-08-03 01:00:00,7503,8,2017,2017-08-03,01:00:00,31,Thursday
2017-08-03 02:00:00,7130,8,2017,2017-08-03,02:00:00,31,Thursday
2017-08-03 03:00:00,6910,8,2017,2017-08-03,03:00:00,31,Thursday
2017-08-03 04:00:00,6894,8,2017,2017-08-03,04:00:00,31,Thursday
2017-08-03 05:00:00,6892,8,2017,2017-08-03,05:00:00,31,Thursday
2017-08-03 06:00:00,6866,8,2017,2017-08-03,06:00:00,31,Thursday
2017-08-03 07:00:00,7371,8,2017,2017-08-03,07:00:00,31,Thursday
2017-08-03 08:00:00,7848,8,2017,2017-08-03,08:00:00,31,Thursday
2017-08-03 09:00:00,8234,8,2017,2017-08-03,09:00:00,31,Thursday
2017-08-03 10:00:00,8464,8,2017,2017-08-03,10:00:00,31,Thursday
2017-08-03 11:00:00,8557,8,2017,2017-08-03,11:00:00,31,Thursday
2017-08-03 12:00:00,8550,8,2017,2017-08-03,12:00:00,31,Thursday
2017-08-03 13:00:00,8646,8,2017,2017-08-03,13:00:00,31,Thursday
2017-08-03 14:00:00,8549,8,2017,2017-08-03,14:00:00,31,Thursday
2017-08-03 15:00:00,8428,8,2017,2017-08-03,15:00:00,31,Thursday
2017-08-03 16:00:00,8385,8,2017,2017-08-03,16:00:00,31,Thursday
2017-08-03 17:00:00,8364,8,2017,2017-08-03,17:00:00,31,Thursday
2017-08-03 18:00:00,8367,8,2017,2017-08-03,18:00:00,31,Thursday
2017-08-03 19:00:00,8261,8,2017,2017-08-03,19:00:00,31,Thursday
2017-08-03 20:00:00,8276,8,2017,2017-08-03,20:00:00,31,Thursday
2017-08-03 21:00:00,8268,8,2017,2017-08-03,21:00:00,31,Thursday
2017-08-03 22:00:00,8015,8,2017,2017-08-03,22:00:00,31,Thursday
2017-08-03 23:00:00,8247,8,2017,2017-08-03,23:00:00,31,Thursday
2017-08-04 00:00:00,8135,8,2017,2017-08-04,00:00:00,31,Friday
2017-08-04 01:00:00,7604,8,2017,2017-08-04,01:00:00,31,Friday
2017-08-04 02:00:00,7284,8,2017,2017-08-04,02:00:00,31,Friday
2017-08-04 03:00:00,7147,8,2017,2017-08-04,03:00:00,31,Friday
2017-08-04 04:00:00,7142,8,2017,2017-08-04,04:00:00,31,Friday
2017-08-04 05:00:00,7125,8,2017,2017-08-04,05:00:00,31,Friday
2017-08-04 06:00:00,7224,8,2017,2017-08-04,06:00:00,31,Friday
2017-08-04 07:00:00,7761,8,2017,2017-08-04,07:00:00,31,Friday
2017-08-04 08:00:00,8320,8,2017,2017-08-04,08:00:00,31,Friday
2017-08-04 09:00:00,8646,8,2017,2017-08-04,09:00:00,31,Friday
2017-08-04 10:00:00,8788,8,2017,2017-08-04,10:00:00,31,Friday
2017-08-04 11:00:00,8734,8,2017,2017-08-04,11:00:00,31,Friday
2017-08-04 12:00:00,8910,8,2017,2017-08-04,12:00:00,31,Friday
2017-08-04 13:00:00,8884,8,2017,2017-08-04,13:00:00,31,Friday
2017-08-04 14:00:00,8764,8,2017,2017-08-04,14:00:00,31,Friday
2017-08-04 15:00:00,8690,8,2017,2017-08-04,15:00:00,31,Friday
2017-08-04 16:00:00,8698,8,2017,2017-08-04,16:00:00,31,Friday
2017-08-04 17:00:00,8622,8,2017,2017-08-04,17:00:00,31,Friday
2017-08-04 18:00:00,8554,8,2017,2017-08-04,18:00:00,31,Friday
2017-08-04 19:00:00,8409,8,2017,2017-08-04,19:00:00,31,Friday
2017-08-04 20:00:00,8523,8,2017,2017-08-04,20:00:00,31,Friday
2017-08-04 21:00:00,8464,8,2017,2017-08-04,21:00:00,31,Friday
2017-08-04 22:00:00,8114,8,2017,2017-08-04,22:00:00,31,Friday
2017-08-04 23:00:00,8231,8,2017,2017-08-04,23:00:00,31,Friday
2017-08-05 00:00:00,8104,8,2017,2017-08-05,00:00:00,31,Saturday
2017-08-05 01:00:00,7577,8,2017,2017-08-05,01:00:00,31,Saturday
2017-08-05 02:00:00,7214,8,2017,2017-08-05,02:00:00,31,Saturday
2017-08-05 03:00:00,7005,8,2017,2017-08-05,03:00:00,31,Saturday
2017-08-05 04:00:00,6918,8,2017,2017-08-05,04:00:00,31,Saturday
2017-08-05 05:00:00,6846,8,2017,2017-08-05,05:00:00,31,Saturday
2017-08-05 06:00:00,6717,8,2017,2017-08-05,06:00:00,31,Saturday
2017-08-05 07:00:00,6855,8,2017,2017-08-05,07:00:00,31,Saturday
2017-08-05 08:00:00,7050,8,2017,2017-08-05,08:00:00,31,Saturday
2017-08-05 09:00:00,7339,8,2017,2017-08-05,09:00:00,31,Saturday
2017-08-05 10:00:00,7607,8,2017,2017-08-05,10:00:00,31,Saturday
2017-08-05 11:00:00,7710,8,2017,2017-08-05,11:00:00,31,Saturday
2017-08-05 12:00:00,7745,8,2017,2017-08-05,12:00:00,31,Saturday
2017-08-05 13:00:00,7780,8,2017,2017-08-05,13:00:00,31,Saturday
2017-08-05 14:00:00,7800,8,2017,2017-08-05,14:00:00,31,Saturday
2017-08-05 15:00:00,7813,8,2017,2017-08-05,15:00:00,31,Saturday
2017-08-05 16:00:00,7844,8,2017,2017-08-05,16:00:00,31,Saturday
2017-08-05 17:00:00,7843,8,2017,2017-08-05,17:00:00,31,Saturday
2017-08-05 18:00:00,7906,8,2017,2017-08-05,18:00:00,31,Saturday
2017-08-05 19:00:00,8022,8,2017,2017-08-05,19:00:00,31,Saturday
2017-08-05 20:00:00,8077,8,2017,2017-08-05,20:00:00,31,Saturday
2017-08-05 21:00:00,7995,8,2017,2017-08-05,21:00:00,31,Saturday
2017-08-05 22:00:00,7745,8,2017,2017-08-05,22:00:00,31,Saturday
2017-08-05 23:00:00,8042,8,2017,2017-08-05,23:00:00,31,Saturday
2017-08-06 00:00:00,7953,8,2017,2017-08-06,00:00:00,31,Sunday
2017-08-06 01:00:00,7487,8,2017,2017-08-06,01:00:00,31,Sunday
2017-08-06 02:00:00,7105,8,2017,2017-08-06,02:00:00,31,Sunday
2017-08-06 03:00:00,6872,8,2017,2017-08-06,03:00:00,31,Sunday
2017-08-06 04:00:00,6845,8,2017,2017-08-06,04:00:00,31,Sunday
2017-08-06 05:00:00,6801,8,2017,2017-08-06,05:00:00,31,Sunday
2017-08-06 06:00:00,6639,8,2017,2017-08-06,06:00:00,31,Sunday
2017-08-06 07:00:00,6728,8,2017,2017-08-06,07:00:00,31,Sunday
2017-08-06 08:00:00,6847,8,2017,2017-08-06,08:00:00,31,Sunday
2017-08-06 09:00:00,7099,8,2017,2017-08-06,09:00:00,31,Sunday
2017-08-06 10:00:00,7395,8,2017,2017-08-06,10:00:00,31,Sunday
